activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
10.82Z,rue,JEAN LONGUET,CHATENAY-MALABRY,92290,92,POINT (3.133646 49.102456),3.133646,49.102456
10.82Z,rue,A COLLEDEBOEUF,PARIS 16,75016,75,POINT (2.0440529 48.9299566),2.0440529,48.9299566
10.82Z,,DE CHATEAU GAILLARD,MAISONS-ALFORT,94700,94,POINT (2.3521045 48.8938877),2.3521045,48.8938877
10.82Z,rue,SAINT JEAN,PROVINS,77160,77,POINT (2.2635116 48.8006735),2.2635116,48.8006735
10.82Z,avenue,NAPOLEON,CHANTELOUP-EN-BRIE,77600,77,POINT (2.4064098 48.8611735),2.4064098,48.8611735
10.82Z,allée,DE LA QUINTINIE,MONTGERON,91230,91,POINT (2.2726514 48.8571864),2.2726514,48.8571864
10.82Z,rue,SEDAINE,PARIS 11,75011,75,POINT (2.3642068 48.8603548),2.3642068,48.8603548
10.82Z,rue,BICHAT,PARIS 10,75010,75,POINT (2.6162745 48.7864487),2.6162745,48.7864487
10.82Z,rue,DE VERNEUIL,PARIS 7,75007,75,POINT (2.4130367 48.9144785),2.4130367,48.9144785
10.82Z,rue,DE L'EGLISE,MORET-LOING-ET-ORVANNE,77250,77,POINT (2.4656576 48.8202121),2.4656576,48.8202121
10.82Z,avenue,DU COTEAU,CLICHY-SOUS-BOIS,93390,93,POINT (2.3222199 48.8771273),2.3222199,48.8771273
10.82Z,avenue,DE LA MISSION MARCHAND,VILLIERS-SUR-MARNE,94350,94,POINT (2.3428642 48.9465403),2.3428642,48.9465403
10.82Z,rue,DE SAINT CLOUD,VILLE D'AVRAY,92410,92,POINT (2.432803 48.8485432),2.432803,48.8485432
10.82Z,place,DU BIEN ETRE,JOUY-LE-MOUTIER,95280,95,POINT (2.7879011 48.8410051),2.7879011,48.8410051
10.82Z,rue,MOUFFETARD,PARIS 5,75005,75,POINT (2.4854698 48.7106528),2.4854698,48.7106528
10.82Z,rue,DE PENTHIEVRE,PARIS 8,75008,75,POINT (2.2635116 48.8006735),2.2635116,48.8006735
10.82Z,rue,DOCTEUR ROUX,CHOISY-LE-ROI,94600,94,POINT (2.3229332 48.8676435),2.3229332,48.8676435
10.82Z,rue,DU CHAMP DE MARS,PARIS 7,75007,75,POINT (2.4752779 48.9282771),2.4752779,48.9282771
10.82Z,chemin,DE SAINT GUNIFORT,COULOMBS-EN-VALOIS,77840,77,POINT (2.727786 48.1897675),2.727786,48.1897675
10.82Z,rue,DU MAINE,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.6201908 48.6917015),2.6201908,48.6917015
10.82Z,boulevard,VICTOR HUGO,POISSY,78300,78,POINT (2.2899603 48.7954567),2.2899603,48.7954567
10.82Z,rue,GASTON AUGUET,PARIS 18,75018,75,POINT (2.2603927 48.8238932),2.2603927,48.8238932
