activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codePostalEtablissement,departement,geometry,long,lat
47.73Z,place,D ALEMBERT,ARGENTEUIL,95100,95,POINT (2.5495466 48.6962517),2.5495466,48.6962517
47.73Z,rue,DE GRENELLE,PARIS 7,75007,75,POINT (2.3056859 48.8816883),2.3056859,48.8816883
47.73Z,rue,DE SATORY,VERSAILLES,78000,78,POINT (2.1502312 48.8186349),2.1502312,48.8186349
47.73Z,rue,ALEMBERT,ROMAINVILLE,93230,93,POINT (2.1794682 48.7857075),2.1794682,48.7857075
47.73Z,rue,ALEMBERT,ROMAINVILLE,93230,93,POINT (2.1596185 48.8355134),2.1596185,48.8355134
47.73Z,rue,DE POMMARD,PARIS 12,75012,75,POINT (2.2771917 48.8960134),2.2771917,48.8960134
47.73Z,rue,DE FROMONCEAU,BAGNEAUX-SUR-LOING,77167,77,POINT (2.200963 48.8258988),2.200963,48.8258988
47.73Z,rue,DE PARIS,LISSES,91090,91,POINT (2.3648188 48.8662856),2.3648188,48.8662856
47.73Z,avenue,GAMBETTA,CHOISY-LE-ROI,94600,94,POINT (2.3352188 48.7803074),2.3352188,48.7803074
47.73Z,rue,DU DOCTEUR HEULIN,PARIS 17,75017,75,POINT (2.3743874 48.8310482),2.3743874,48.8310482
47.73Z,rue,DU CHERCHE MIDI,PARIS 6,75006,75,POINT (2.3364126 48.8629359),2.3364126,48.8629359
47.73Z,avenue,DU MARECHAL FOCH,CHELLES,77500,77,POINT (2.5602022 48.8248578),2.5602022,48.8248578
47.73Z,boulevard,DE L HOPITAL,PARIS 5,75005,75,POINT (2.6018393 48.9516377),2.6018393,48.9516377
47.73Z,avenue,DU DOCTEUR ARNOLD NETTER,PARIS 12,75012,75,POINT (2.3515145 48.8377218),2.3515145,48.8377218
47.73Z,avenue,DE LA REPUBLIQUE,SARTROUVILLE,78500,78,POINT (2.2744145 48.7806785),2.2744145,48.7806785
47.73Z,place,DE VENETIE,PARIS 13,75013,75,POINT (2.5417468 48.9309807),2.5417468,48.9309807
47.73Z,rue,CALMETTE,CRETEIL,94000,94,POINT (2.6771697 48.2700035),2.6771697,48.2700035
47.73Z,place,JEAN MERMOZ,CHATILLON,92320,92,POINT (2.4617121 49.0312757),2.4617121,49.0312757
47.73Z,rue,JEAN GALLAND,CHATEAU-LANDON,77570,77,POINT (2.2583924 48.8933389),2.2583924,48.8933389
47.73Z,avenue,DE LA REPUBLIQUE,VILLEJUIF,94800,94,POINT (2.545816 48.5294892),2.545816,48.5294892
47.73Z,rue,AUGUSTE BLANQUI,DRANCY,93700,93,POINT (2.1719129 48.9376108),2.1719129,48.9376108
47.73Z,avenue,ARDOUIN,LE PLESSIS-TREVISE,94420,94,POINT (2.238081 48.8432647),2.238081,48.8432647
47.73Z,rue,SAINT JACQUES,ETAMPES,91150,91,POINT (2.5514638 48.7748674),2.5514638,48.7748674
47.73Z,boulevard,DE CHAMPIGNY,SAINT-MAUR-DES-FOSSES,94210,94,POINT (2.2246455 48.7902834),2.2246455,48.7902834
47.73Z,avenue,HENRI GINOUX,MONTROUGE,92120,92,POINT (2.2962133 48.8094527),2.2962133,48.8094527
47.73Z,rue,DES MARTYRS,PARIS 9,75009,75,POINT (2.3552126 48.8492733),2.3552126,48.8492733
47.73Z,avenue,DE VERDUN,CRETEIL,94000,94,POINT (2.3397501 48.884228),2.3397501,48.884228
47.73Z,avenue,DE FLANDRE,PARIS 19,75019,75,POINT (2.349257 48.844859),2.349257,48.844859
47.73Z,rue,DE L'EST,BOULOGNE-BILLANCOURT,92100,92,POINT (2.3496153 48.8493916),2.3496153,48.8493916
47.73Z,rue,HEURTAULT,AUBERVILLIERS,93300,93,POINT (2.2892894 48.8826295),2.2892894,48.8826295
47.73Z,chemin,DE LA VALLEE,WISSOUS,91320,91,POINT (2.841934 48.6652153),2.841934,48.6652153
47.73Z,boulevard,ARAGO,PARIS 13,75013,75,POINT (2.3381067 48.8862136),2.3381067,48.8862136
47.73Z,rue,DE BELLEVILLE,PARIS 19,75019,75,POINT (2.3265353 48.8850945),2.3265353,48.8850945
47.73Z,place,DU GENERAL DE GAULLE,LIMOURS,91470,91,POINT (2.1280257 48.8639269),2.1280257,48.8639269
47.73Z,rue,VANEAU,PARIS 7,75007,75,POINT (2.2982159 48.8074604),2.2982159,48.8074604
47.73Z,avenue,GENDARME CASTERMANT,CHELLES,77500,77,POINT (2.4853735 48.8032407),2.4853735,48.8032407
47.73Z,avenue,DES GOBELINS,PARIS 13,75013,75,POINT (2.3135399 48.8818129),2.3135399,48.8818129
47.73Z,rue,DE VERSAILLES,MASSY,91300,91,POINT (2.1154121 48.6886969),2.1154121,48.6886969
47.73Z,rue,BAUDIN,LEVALLOIS-PERRET,92300,92,POINT (2.5899998368514296 48.9553409),2.5899998368514296,48.9553409
47.73Z,avenue,ACHILLE PERETTI,NEUILLY-SUR-SEINE,92200,92,POINT (2.5128852 48.8630473),2.5128852,48.8630473
47.73Z,avenue,DE CHOISY,BONNEUIL-SUR-MARNE,94380,94,POINT (2.5337997 48.7988397),2.5337997,48.7988397
47.73Z,avenue,DU GENERAL DE GAULLE,SAINT-MANDE,94160,94,POINT (2.1969148 49.0854583),2.1969148,49.0854583
47.73Z,avenue,JEAN JAURES,CROSNE,91560,91,POINT (2.5796169 48.8699216),2.5796169,48.8699216
47.73Z,avenue,FRANCIS DE PRESSENSE,LE BOURGET,93350,93,POINT (2.1889077 48.8457681),2.1889077,48.8457681
47.73Z,rue,DU MARECHAL FOCH,LE VESINET,78110,78,POINT (2.1776184 48.8820322),2.1776184,48.8820322
47.73Z,rue,CURIAL,PARIS 19,75019,75,POINT (2.4454972 48.7906858),2.4454972,48.7906858
47.73Z,rue,AUBRIOT,PARIS 4,75004,75,POINT (2.4848846 48.8198289),2.4848846,48.8198289
47.73Z,rue,SCHNAPPER,SAINT-GERMAIN-EN-LAYE,78100,78,POINT (2.3487987 48.8929343),2.3487987,48.8929343
47.73Z,avenue,JOFFRE,EPINAY-SUR-SEINE,93800,93,POINT (2.4102909 48.9210043),2.4102909,48.9210043
47.73Z,rue,DE LA REPUBLIQUE,MEUDON,92190,92,POINT (2.6713341 49.0515146),2.6713341,49.0515146
47.73Z,rue,D ALESIA,PARIS 14,75014,75,POINT (2.129991828462269 48.7759798),2.129991828462269,48.7759798
47.73Z,,DE ST GERMAIN,CARRIERES-SUR-SEINE,78420,78,POINT (2.1311939 48.8068213),2.1311939,48.8068213
47.73Z,,DE RAMBOUILLET,SAINT-LEGER-EN-YVELINES,78610,78,POINT (2.3159842 48.7047664),2.3159842,48.7047664
47.73Z,avenue,PARMENTIER,PARIS 11,75011,75,POINT (2.3437699 48.6824954),2.3437699,48.6824954
47.73Z,avenue,KLEBER,PARIS 16,75116,75,POINT (2.1910806 48.9644088),2.1910806,48.9644088
47.73Z,rue,LEPIC,PARIS 18,75018,75,POINT (2.4613937 49.0360676),2.4613937,49.0360676
47.73Z,avenue,LONGUEIL,MAISONS-LAFFITTE,78600,78,POINT (2.2933535 48.7517034),2.2933535,48.7517034
47.73Z,rue,OBERKAMPF,PARIS 11,75011,75,POINT (2.3761991 48.8731198),2.3761991,48.8731198
47.73Z,,DE SAINT LEU,VILLETANEUSE,93430,93,POINT (2.4646049 48.893723),2.4646049,48.893723
47.73Z,rue,PIERRE BROSSOLETTE,SARCELLES,95200,95,POINT (2.2493351 48.8267058),2.2493351,48.8267058
47.73Z,place,BOECOURT,PERIGNY,94520,94,POINT (2.371807 48.9794793),2.371807,48.9794793
47.73Z,rue,DE PRONY,PARIS 17,75017,75,POINT (2.3396356 48.86616),2.3396356,48.86616
47.73Z,rue,DU GENERAL PERSHING,VERSAILLES,78000,78,POINT (2.3964188 48.8566591),2.3964188,48.8566591
47.73Z,avenue,DE LA FONTAINE DE LA REINE,MARNES-LA-COQUETTE,92430,92,POINT (2.2665576 48.8858258),2.2665576,48.8858258
47.73Z,rue,ERNEST COGNACQ,LEVALLOIS-PERRET,92300,92,POINT (2.4262888 48.786087),2.4262888,48.786087
47.73Z,rue,DE VILLE D AVRAY,SEVRES,92310,92,POINT (2.5238373 48.7831156),2.5238373,48.7831156
47.73Z,avenue,ARISTIDE BRIAND,L'HAY-LES-ROSES,94240,94,POINT (1.9928884 48.8250442),1.9928884,48.8250442
47.73Z,rue,DU CHEVALERET,PARIS 13,75013,75,POINT (2.3845187 48.8898454),2.3845187,48.8898454
47.73Z,rue,SAINT HONORE,PARIS 1,75001,75,POINT (2.1995775 48.8196329),2.1995775,48.8196329
47.73Z,avenue,DE LA CHENAIE,VILLIERS-SUR-MARNE,94350,94,POINT (2.320109 48.843895),2.320109,48.843895
47.73Z,avenue,DU GAL CHARLES DE GAULLE,BOUSSY-SAINT-ANTOINE,91800,91,POINT (2.2021585 49.0982009),2.2021585,49.0982009
47.73Z,avenue,LA GRANDE ARMEE,PARIS 16,75116,75,POINT (2.8363424 48.6433916),2.8363424,48.6433916
47.73Z,place,DU MARCHE,VILLEPARISIS,77270,77,POINT (2.5225787 48.6949353),2.5225787,48.6949353
47.73Z,rue,EDMOND ABOUT,LE PLESSIS-ROBINSON,92350,92,POINT (2.3807614 48.7082836),2.3807614,48.7082836
47.73Z,rue,DU CLOS SAINT JEAN,SAINT-PIERRE-LES-NEMOURS,77140,77,POINT (2.2667634 48.8035276),2.2667634,48.8035276
47.73Z,boulevard,PAUL VAILLANT COUTURIER,GOUSSAINVILLE,95190,95,POINT (2.3583203 48.8032959),2.3583203,48.8032959
47.73Z,rue,SAINTE MARIE,COURBEVOIE,92400,92,POINT (2.36855 48.8545426),2.36855,48.8545426
47.73Z,avenue,DE FONTAINEBLEAU,SAINT-FARGEAU-PONTHIERRY,77310,77,POINT (2.3349784 48.8529684),2.3349784,48.8529684
47.73Z,avenue,MAURICE BERTEAUX,SARTROUVILLE,78500,78,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,boulevard,JEAN JAURES,BOULOGNE-BILLANCOURT,92100,92,POINT (2.2678489 48.9180905),2.2678489,48.9180905
47.73Z,rue,DES ECOLES,PARIS 5,75005,75,POINT (2.4224319 48.8119658),2.4224319,48.8119658
47.73Z,avenue,MAL LECLERC,MEUDON,92360,92,POINT (2.6609942 48.5218702),2.6609942,48.5218702
47.73Z,avenue,MARCELIN BERTHELOT,CHATILLON,92320,92,POINT (2.2372118 48.6404575),2.2372118,48.6404575
47.73Z,boulevard,SAINT GERMAIN,PARIS 5,75005,75,POINT (2.0843943 48.716097),2.0843943,48.716097
47.73Z,rue,DES MARTYRS,PARIS 18,75018,75,POINT (2.3717145 48.9640842),2.3717145,48.9640842
47.73Z,rue,MOUFFETARD,PARIS 5,75005,75,POINT (2.2344003 48.829621),2.2344003,48.829621
47.73Z,rue,MONGE,PARIS 5,75005,75,POINT (2.422885 48.9960694),2.422885,48.9960694
47.73Z,rue,EMILE ALLEZ,PARIS 17,75017,75,POINT (2.3037514 48.8474919),2.3037514,48.8474919
47.73Z,rue,COUPERIN,CHAUMES-EN-BRIE,77390,77,POINT (2.4968327 48.864563),2.4968327,48.864563
47.73Z,rue,RAVIGNAN,PARIS 18,75018,75,POINT (2.3639463 48.8620627),2.3639463,48.8620627
47.73Z,avenue,DE CLICHY,PARIS 17,75017,75,POINT (2.1150757 48.8206668),2.1150757,48.8206668
47.73Z,allée,DES SOUDANES,LOUVECIENNES,78430,78,POINT (2.3253842 48.8831014),2.3253842,48.8831014
47.73Z,avenue,SAINT EXUPERY,CHATILLON,92320,92,POINT (2.2852003 48.8519182),2.2852003,48.8519182
47.73Z,avenue,CHARLES DE GAULLE,SAINT-MAUR-DES-FOSSES,94100,94,POINT (2.257864 48.9469407),2.257864,48.9469407
47.73Z,avenue,DE VILLIERS,PARIS 17,75017,75,POINT (2.3611974 48.8696817),2.3611974,48.8696817
47.73Z,place,DU MARCHE NEUF,GIF-SUR-YVETTE,91190,91,POINT (2.510689 48.9278332),2.510689,48.9278332
47.73Z,chemin,DE MEAUX,NEUILLY-PLAISANCE,93360,93,POINT (2.709864805076852 48.83665),2.709864805076852,48.83665
47.73Z,rue,DE PARMAIN,BUTRY-SUR-OISE,95430,95,POINT (2.6868958 48.945362),2.6868958,48.945362
47.73Z,avenue,DU GENERAL DE GAULLE,CHELLES,77500,77,POINT (2.4678321847392146 48.9122744),2.4678321847392146,48.9122744
47.73Z,rue,PDT FRANCOIS MITTERRAND,LONGJUMEAU,91160,91,POINT (2.3912244 48.6520517),2.3912244,48.6520517
47.73Z,rue,AUGUSTE RENOIR,CHATENAY-MALABRY,92290,92,POINT (2.342885428024556 48.893500450000005),2.342885428024556,48.893500450000005
47.73Z,rue,DE SURESNES,NANTERRE,92000,92,POINT (2.342885428024556 48.893500450000005),2.342885428024556,48.893500450000005
47.73Z,avenue,DU PDT POMPIDOU,RUEIL-MALMAISON,92500,92,POINT (3.3007538 48.5604582),3.3007538,48.5604582
47.73Z,place,GASTON VIENS,ORLY,94310,94,POINT (2.2081147 49.0168086),2.2081147,49.0168086
47.73Z,boulevard,MONTAIGUT,CRETEIL,94000,94,POINT (2.3689783 48.9953483),2.3689783,48.9953483
47.73Z,avenue,ROGER SALENGRO,CHAMPIGNY-SUR-MARNE,94500,94,POINT (2.4729938 48.7991103),2.4729938,48.7991103
47.73Z,boulevard,ORNANO,PARIS 18,75018,75,POINT (2.2597234 48.9888801),2.2597234,48.9888801
47.73Z,avenue,JEAN JAURES,LA COURNEUVE,93120,93,POINT (2.3906259 48.9281222),2.3906259,48.9281222
47.73Z,rue,DU GENERAL DE GAULLE,DAMMARTIN-EN-GOELE,77230,77,POINT (2.2941185 48.7348502),2.2941185,48.7348502
47.73Z,place,DU MARCHE,BUC,78530,78,POINT (2.336455 48.8492162),2.336455,48.8492162
47.73Z,rue,DE LA PAROISSE,VERSAILLES,78000,78,POINT (2.3260637 48.8707777),2.3260637,48.8707777
47.73Z,avenue,MAZARIN,CHILLY-MAZARIN,91380,91,POINT (2.4026835 48.828602),2.4026835,48.828602
47.73Z,boulevard,ARISTIDE BRIAND,SAVIGNY-SUR-ORGE,91600,91,POINT (2.331762 48.8446013),2.331762,48.8446013
47.73Z,place,EDOUARD IMBS,CORMEILLES-EN-PARISIS,95240,95,POINT (2.4016676 48.8899357),2.4016676,48.8899357
47.73Z,chemin,COMMUNAL LES TERRASSES,LE COUDRAY-MONTCEAUX,91830,91,POINT (2.2713004 48.639686),2.2713004,48.639686
47.73Z,rue,DES AUGUSTINS,ANTONY,92160,92,POINT (2.4297682 48.8579772),2.4297682,48.8579772
47.73Z,boulevard,DE LA VILLETTE,PARIS 10,75010,75,POINT (2.2479347 48.8291635),2.2479347,48.8291635
47.73Z,avenue,DU PDT WILSON,LIMEIL-BREVANNES,94450,94,POINT (2.357676 48.8344015),2.357676,48.8344015
47.73Z,boulevard,CHARLES DE GAULLE,SANNOIS,95110,95,POINT (2.4060421 49.0017524),2.4060421,49.0017524
47.73Z,boulevard,DE LA REPUBLIQUE,NOISY-LE-SEC,93130,93,POINT (2.3790355 48.8725661),2.3790355,48.8725661
47.73Z,avenue,PIERRE GRENIER,BOULOGNE-BILLANCOURT,92100,92,POINT (2.2985342 48.8967737),2.2985342,48.8967737
47.73Z,avenue,LA GRANDE ARMEE,PARIS 16,75116,75,POINT (2.5522067 48.9598128),2.5522067,48.9598128
47.73Z,,DU SOUVENIR FRANCAIS,LA GARENNE-COLOMBES,92250,92,POINT (2.5839665 48.8419592),2.5839665,48.8419592
47.73Z,boulevard,ALBERT CAMUS,SARCELLES,95200,95,POINT (2.3328729 48.8278561),2.3328729,48.8278561
47.73Z,rue,DES PETITS CHAMPS,PARIS 2,75002,75,POINT (2.2449687 48.9068185),2.2449687,48.9068185
47.73Z,rue,DE BAGNOLET,PARIS 20,75020,75,POINT (2.2723513 49.1530013),2.2723513,49.1530013
47.73Z,,DES ROCHES,NOISIEL,77186,77,POINT (2.3452336 48.8740342),2.3452336,48.8740342
47.73Z,rue,PASTEUR,LE KREMLIN-BICETRE,94270,94,POINT (2.0580979 48.8039412),2.0580979,48.8039412
47.73Z,avenue,SAINTE FOY,NEUILLY-SUR-SEINE,92200,92,POINT (2.3389857 48.779774),2.3389857,48.779774
47.73Z,rue,ETIENNE DOLET,ALFORTVILLE,94140,94,POINT (2.8771361 48.9012099),2.8771361,48.9012099
47.73Z,rue,EDOUARD BRANLY,ORMESSON-SUR-MARNE,94490,94,POINT (2.3935107 48.8472087),2.3935107,48.8472087
47.73Z,,DES LACS,LOGNES,77185,77,POINT (2.2630068 48.7650207),2.2630068,48.7650207
47.73Z,avenue,DU COLONEL FABIEN,VITRY-SUR-SEINE,94400,94,POINT (2.3790355 48.8725661),2.3790355,48.8725661
47.73Z,avenue,DE VILLEPREUX,LES CLAYES-SOUS-BOIS,78340,78,POINT (2.3750256 48.8295117),2.3750256,48.8295117
47.73Z,rue,DE THIONVILLE,PARIS 19,75019,75,POINT (2.2909756 48.8747218),2.2909756,48.8747218
47.73Z,avenue,ROGER SALENGRO,CHAVILLE,92370,92,POINT (2.2474484 48.7251068),2.2474484,48.7251068
47.73Z,avenue,DU MAINE,PARIS 14,75014,75,POINT (2.2479347 48.8291635),2.2479347,48.8291635
47.73Z,rue,DU GENERAL DE GAULLE,PARMAIN,95620,95,POINT (2.3881622 48.5308215),2.3881622,48.5308215
47.73Z,rue,MARCEL SEMBAT,VERNEUIL L'ETANG,77390,77,POINT (2.2726733 48.8284125),2.2726733,48.8284125
47.73Z,rue,MASSENET,EPINAY-SOUS-SENART,91860,91,POINT (1.6843383 49.0000618),1.6843383,49.0000618
47.73Z,rue,MAL DE LATTRE DE TASSIGNY,NANGIS,77370,77,POINT (2.1582073 48.8893053),2.1582073,48.8893053
47.73Z,rue,GABRIEL PERI,CHATILLON,92320,92,POINT (2.5141505 48.7930684),2.5141505,48.7930684
47.73Z,avenue,MARCEL SEMBAT,ATHIS-MONS,91200,91,POINT (2.3786561 48.9254358),2.3786561,48.9254358
47.73Z,,D ARGENTEUIL,CORMEILLES-EN-PARISIS,95240,95,POINT (2.4722198 48.8861387),2.4722198,48.8861387
47.73Z,rue,MONTTESSUY,JUVISY-SUR-ORGE,91260,91,POINT (2.3600071 48.6524112),2.3600071,48.6524112
47.73Z,avenue,VICTOR HUGO,CLAMART,92140,92,POINT (2.347903 48.8885709),2.347903,48.8885709
47.73Z,boulevard,CHASTENET DE GERY,LE KREMLIN-BICETRE,94270,94,POINT (2.4116234 48.8786082),2.4116234,48.8786082
47.73Z,boulevard,BEAUMARCHAIS,PARIS 11,75011,75,POINT (2.4116234 48.8786082),2.4116234,48.8786082
47.73Z,rue,DU FOUR,PARIS 6,75006,75,POINT (2.3743874 48.8310482),2.3743874,48.8310482
47.73Z,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (2.4116234 48.8786082),2.4116234,48.8786082
47.73Z,rue,EUGENE BESANCON,COLOMBES,92700,92,POINT (2.2861241 48.7422885),2.2861241,48.7422885
47.73Z,,DES PERROQUETS,CHAMPIGNY-SUR-MARNE,94500,94,POINT (1.789999 48.986312),1.789999,48.986312
47.73Z,place,BRIGITTE GROS,MEULAN-EN-YVELINES,78250,78,POINT (2.1018521 49.0331057),2.1018521,49.0331057
47.73Z,avenue,DU GENERAL DE GAULLE,MAISONS-ALFORT,94700,94,POINT (2.2971334 48.8483006),2.2971334,48.8483006
47.73Z,,DE HOUDAN,MANTES-LA-VILLE,78711,78,POINT (2.5614213 48.9465594),2.5614213,48.9465594
47.73Z,rue,RAYMOND POINCARE,SAINT-JEAN-LES-DEUX-JUMEAUX,77660,77,POINT (2.3214316 48.8738315),2.3214316,48.8738315
47.73Z,rue,HONORE DAUMIER,LA ROCHETTE,77000,77,POINT (2.3750256 48.8295117),2.3750256,48.8295117
47.73Z,rue,ALFRED DUBOIS,MARCOUSSIS,91460,91,POINT (2.3761991 48.8731198),2.3761991,48.8731198
47.73Z,avenue,DES BUISSONS,SAINT-REMY-LES-CHEVREUSE,78470,78,POINT (2.3527546 48.8576284),2.3527546,48.8576284
47.73Z,place,DU GENERAL LECLERC,PIERREFITTE-SUR-SEINE,93380,93,POINT (2.5114531 48.9396103),2.5114531,48.9396103
47.73Z,allée,DU FORUM,BOULOGNE-BILLANCOURT,92100,92,POINT (2.5321722 48.9060941),2.5321722,48.9060941
47.73Z,avenue,DES MYOSOTIS,GONESSE,95500,95,POINT (2.701886 48.8341053),2.701886,48.8341053
47.73Z,boulevard,GARIBALDI,PARIS 15,75015,75,POINT (2.7069588 48.8669317),2.7069588,48.8669317
47.73Z,rue,DU GENERAL LECLERC,ROSNY-SOUS-BOIS,93110,93,POINT (2.4819313 49.2508499),2.4819313,49.2508499
47.73Z,rue,DE BRETAGNE,PARIS 3,75003,75,POINT (2.1909706 48.7833715),2.1909706,48.7833715
47.73Z,boulevard,ST ANTOINE,LE CHESNAY-ROCQUENCOURT,78150,78,POINT (2.4379419 48.8100959),2.4379419,48.8100959
47.73Z,boulevard,DES BATIGNOLLES,PARIS 8,75008,75,POINT (2.3976328 48.9667307),2.3976328,48.9667307
47.73Z,quai,DE GRENELLE,PARIS 15,75015,75,POINT (2.5538164 48.7370358),2.5538164,48.7370358
47.73Z,boulevard,KARL MARX,ARGENTEUIL,95100,95,POINT (2.5312523 48.9487369),2.5312523,48.9487369
47.73Z,rue,DU CHATEAU D EAU,PARIS 10,75010,75,POINT (2.2872046 48.7288873),2.2872046,48.7288873
47.73Z,rue,JEAN ORCEL,AULNAY-SOUS-BOIS,93600,93,POINT (2.9565809 48.3959093),2.9565809,48.3959093
47.73Z,avenue,DU HUIT MAI 1945,SARCELLES,95200,95,POINT (2.7464974 48.8551183),2.7464974,48.8551183
47.73Z,place,FULGENCE BIENVENUE,BUSSY-SAINT-GEORGES,77600,77,POINT (2.377764 48.9765374),2.377764,48.9765374
47.73Z,rue,DE LIEGE,PARIS 8,75008,75,POINT (2.3547338 48.8300236),2.3547338,48.8300236
47.73Z,place,STALINGRAD,IGNY,91430,91,POINT (2.3601149 48.9446935),2.3601149,48.9446935
47.73Z,rue,JEAN JAURES,CLAYE-SOUILLY,77410,77,POINT (2.3963189 48.8855977),2.3963189,48.8855977
47.73Z,rue,SAINT EXUPERY,GRIGNY,91350,91,POINT (2.4010744 48.8956606),2.4010744,48.8956606
47.73Z,place,CHARLES BERNARD,PARIS 18,75018,75,POINT (2.4966774 48.4760842),2.4966774,48.4760842
47.73Z,place,CHARLES BERNARD,PARIS 18,75018,75,POINT (2.2449169 48.8839432),2.2449169,48.8839432
47.73Z,rue,DE LA CORDONNERIE,PROVINS,77160,77,POINT (2.372803 48.8836109),2.372803,48.8836109
47.73Z,avenue,DE VERDUN,TAVERNY,95150,95,POINT (2.5350139 48.8842625),2.5350139,48.8842625
47.73Z,avenue,PTE DE MONTMARTRE,PARIS 18,75018,75,POINT (2.3743874 48.8310482),2.3743874,48.8310482
47.73Z,rue,GRANDE,MORET-LOING-ET-ORVANNE,77250,77,POINT (2.2337003798109576 48.7169345),2.2337003798109576,48.7169345
47.73Z,place,DE LA GARE,SAINT-BRICE-SOUS-FORET,95350,95,POINT (2.3865153 48.8009862),2.3865153,48.8009862
47.73Z,boulevard,DE CRETEIL,SAINT-MAUR-DES-FOSSES,94100,94,POINT (2.7137108429819654 48.8966315),2.7137108429819654,48.8966315
47.73Z,rue,DE LA REPUBLIQUE,ERMONT,95120,95,POINT (2.7078919 48.8828609),2.7078919,48.8828609
47.73Z,avenue,DE LA REPUBLIQUE,LA COURNEUVE,93120,93,POINT (2.3169645 48.6433272),2.3169645,48.6433272
47.73Z,rue,D ALGER,MASSY,91300,91,POINT (2.0935554 49.0581533),2.0935554,49.0581533
47.73Z,rue,DE VAUGIRARD,PARIS 15,75015,75,POINT (2.3678661 48.8534515),2.3678661,48.8534515
47.73Z,rue,VIGNON,PARIS 9,75009,75,POINT (2.3667308 48.8659584),2.3667308,48.8659584
47.73Z,rue,DE PARIS,CHARENTON-LE-PONT,94220,94,POINT (2.1582073 48.8893053),2.1582073,48.8893053
47.73Z,rue,VAVIN,PARIS 6,75006,75,POINT (2.2874561 48.847901),2.2874561,48.847901
47.73Z,rue,CHARLES NODIER,PANTIN,93500,93,POINT (2.0914512 49.0561079),2.0914512,49.0561079
47.73Z,place,DU MARCHE,MONTLHERY,91310,91,POINT (2.045656591976033 49.04642685),2.045656591976033,49.04642685
47.73Z,,DU NORD,GONESSE,95500,95,POINT (2.242863 49.0079287),2.242863,49.0079287
47.73Z,avenue,DU MARECHAL JUIN,CARRIERES-SUR-SEINE,78420,78,POINT (2.3684923 48.8632024),2.3684923,48.8632024
47.73Z,avenue,DU PDT GEORGES POMPIDOU,ERMONT,95120,95,POINT (2.2054777 48.9461248),2.2054777,48.9461248
47.73Z,rue,D ODESSA,PARIS 14,75014,75,POINT (2.1597135 48.954391),2.1597135,48.954391
47.73Z,rue,ETIENNE MARCEL,MONTREUIL,93100,93,POINT (2.2641606 48.9508884),2.2641606,48.9508884
47.73Z,rue,DU POINT DU JOUR,BOULOGNE-BILLANCOURT,92100,92,POINT (2.3147781 48.8115513),2.3147781,48.8115513
47.73Z,boulevard,DE L HOPITAL,PARIS 13,75013,75,POINT (2.4538375 48.7904688),2.4538375,48.7904688
47.73Z,avenue,PIERRE SEMARD,VILLIERS-LE-BEL,95400,95,POINT (2.3384771 48.8773629),2.3384771,48.8773629
47.73Z,rue,ARISTIDE BRIAND,LEVALLOIS-PERRET,92300,92,POINT (2.0690032755056893 48.6730856),2.0690032755056893,48.6730856
47.73Z,boulevard,ROBERT BALLANGER,VILLEPINTE,93420,93,POINT (2.3308864 48.8327946),2.3308864,48.8327946
47.73Z,avenue,ANDRE MARIE AMPERE,CHAMPS-SUR-MARNE,77420,77,POINT (2.3204404 48.8768205),2.3204404,48.8768205
47.73Z,rue,D ALESIA,PARIS 14,75014,75,POINT (2.3397736 48.8690652),2.3397736,48.8690652
47.73Z,boulevard,DE LA REPUBLIQUE,LA GARENNE-COLOMBES,92250,92,POINT (2.5731479 49.0708725),2.5731479,49.0708725
47.73Z,avenue,GASTON VERMEIRE,PERSAN,95340,95,POINT (2.3983575 48.8648309),2.3983575,48.8648309
47.73Z,rue,RICHER,PARIS 9,75009,75,POINT (2.3394451 48.8661052),2.3394451,48.8661052
47.73Z,rue,GABRIEL PERI,SAINT CYR L'ECOLE,78210,78,POINT (2.2575484 48.8859434),2.2575484,48.8859434
47.73Z,rue,DISPAN,L'HAY-LES-ROSES,94240,94,POINT (2.4006686 48.8561136),2.4006686,48.8561136
47.73Z,rue,DE MEAUX,QUINCY-VOISINS,77860,77,POINT (2.0722872 48.9635437),2.0722872,48.9635437
47.73Z,rue,DE PICPUS,PARIS 12,75012,75,POINT (2.1540309 49.0227071),2.1540309,49.0227071
47.73Z,avenue,DE LA DIVISION LECLERC,CHATENAY-MALABRY,92290,92,POINT (2.411291599091606 48.97575135),2.411291599091606,48.97575135
47.73Z,rue,DE BELLEVILLE,PARIS 20,75020,75,POINT (2.0875979 49.0685563),2.0875979,49.0685563
47.73Z,rue,DE TOLBIAC,PARIS 13,75013,75,POINT (2.2684867 48.8845604),2.2684867,48.8845604
47.73Z,avenue,DE LA GRANDE ARMEE,PARIS 17,75017,75,POINT (2.3909013 48.880685),2.3909013,48.880685
47.73Z,rue,DE L'ANCIENNE GARE MILITAIRE,PALAISEAU,91120,91,POINT (2.3077238 48.6082617),2.3077238,48.6082617
47.73Z,rue,DU POINT DU JOUR,BOULOGNE-BILLANCOURT,92100,92,POINT (2.4591834 49.0315702),2.4591834,49.0315702
47.73Z,allée,DES AVIATEURS,MANTES-LA-JOLIE,78200,78,POINT (2.4573433 48.8882016),2.4573433,48.8882016
