activitePrincipaleEtablissement,typeVoieEtablissement,libelleVoieEtablissement,libelleCommuneEtablissement,codeCommuneEtablissement,departement,geometry,long,lat
10.82Z,place,DE L UNION EUROPEENNE,MASSY,91377,91,POINT (2.2033404 48.8707154),48.8707154,2.2033404
10.82Z,rue,ST DOMINIQUE,PARIS 7,75107,75,POINT (2.1815934 48.8772941),48.8772941,2.1815934
10.82Z,rue,DE TOCQUEVILLE,PARIS 17,75117,75,POINT (2.4116234 48.8786082),48.8786082,2.4116234
10.82Z,boulevard,DE MENILMONTANT,PARIS 20,75120,75,POINT (2.5426199 48.6737195),48.6737195,2.5426199
10.82Z,rue,DE CHOLLET,EVECQUEMONT,78227,78,POINT (2.3285234 48.8317992),48.8317992,2.3285234
10.82Z,rue,RAYMOND LOSSERAND,PARIS 14,75114,75,POINT (2.2453899 48.7769207),48.7769207,2.2453899
10.82Z,rue,DU PONTEL,JOUARS-PONTCHARTRAIN,78321,78,POINT (2.2562921 48.9721887),48.9721887,2.2562921
10.82Z,rue,ROBERT CAHEN,VIROFLAY,78686,78,POINT (2.2431675 48.8333791),48.8333791,2.2431675
10.82Z,,DE LEUVILLE,SAINT-GERMAIN-LES-ARPAJON,91552,91,POINT (2.536233 48.6923744),48.6923744,2.536233
10.82Z,rue,FERRIE,ENNERY,95211,95,POINT (2.0578564 48.808869),48.808869,2.0578564
10.82Z,rue,ROGER GENTY,MONTIGNY-SUR-LOING,77312,77,POINT (2.2595205 48.8468087),48.8468087,2.2595205
10.82Z,avenue,DE PICARDIE,VELIZY-VILLACOUBLAY,78640,78,POINT (2.2966878 48.8285444),48.8285444,2.2966878
10.82Z,rue,DES CAMELIAS,ALFORTVILLE,94002,94,POINT (2.3228631 48.8186535),48.8186535,2.3228631
10.82Z,avenue,DE LA REPUBLIQUE,MONTGERON,91421,91,POINT (2.2002136 48.8259307),48.8259307,2.2002136
10.82Z,place,DE L EGLISE,RUEIL-MALMAISON,92063,92,POINT (2.2759534 48.923265),48.923265,2.2759534
10.82Z,rue,PAUL VAILLANT COUTURIER,NANTERRE,92050,92,POINT (2.2185189 48.7503098),48.7503098,2.2185189
10.82Z,rue,DU TELEGRAPHE,NANTERRE,92050,92,POINT (2.2961603 48.8780352),48.8780352,2.2961603
10.82Z,rue,GALLIENI,RUEIL-MALMAISON,92063,92,POINT (2.4351241 48.8450141),48.8450141,2.4351241
10.82Z,rue,PAUL VAILLANT COUTURIER,RUEIL-MALMAISON,92063,92,POINT (2.4045488 48.8452752),48.8452752,2.4045488
10.82Z,rue,DE PARIS,LES LILAS,93045,93,POINT (2.4351241 48.8450141),48.8450141,2.4351241
10.82Z,rue,DE L EGLISE,QUINCY-SOUS-SENART,91514,91,POINT (2.38456 48.8517487),48.8517487,2.38456
10.82Z,avenue,DESCARTES,LE PLESSIS-ROBINSON,92060,92,POINT (2.065482 48.7689032),48.7689032,2.065482
10.82Z,boulevard,CHARLES DE GAULLE,SANNOIS,95582,95,POINT (2.2462318 48.834378),48.834378,2.2462318
10.82Z,rue,DES 4 CHEMINEES,BOULOGNE-BILLANCOURT,92012,92,POINT (2.3182376 48.874413),48.874413,2.3182376
10.82Z,rue,DES BOISSIERES,BOUSSY-SAINT-ANTOINE,91097,91,POINT (2.5033243 48.8591642),48.8591642,2.5033243
10.82Z,rue,CHANEZ,PARIS 16,75116,75,POINT (2.3386282 48.872335),48.872335,2.3386282
10.82Z,rue,ANDRE THEURIET,PARIS 15,75115,75,POINT (1.9414275 48.8298451),48.8298451,1.9414275
10.82Z,avenue,HENRI GINOUX,MONTROUGE,92049,92,POINT (2.3335982 48.9123354),48.9123354,2.3335982
10.82Z,avenue,DE PARIS,BAZAINVILLE,78048,78,POINT (2.5415139 48.8483022),48.8483022,2.5415139
10.82Z,rue,MAURICE BERTEAUX,VILLIERS-SUR-MARNE,94079,94,POINT (2.3394451 48.8661052),48.8661052,2.3394451
10.82Z,avenue,D ARGENTEUIL,BOIS-COLOMBES,92009,92,POINT (2.0604557 48.9480229),48.9480229,2.0604557
10.82Z,avenue,DE LA GARE,BIEVRES,91064,91,POINT (2.1490522 49.0403985),49.0403985,2.1490522
10.82Z,avenue,DES TERNES,PARIS 17,75117,75,POINT (2.2516125 49.0108759),49.0108759,2.2516125
10.82Z,rue,ROBERT GIRAUDINEAU,VINCENNES,94080,94,POINT (2.7139649 48.9233605),48.9233605,2.7139649
10.82Z,rue,DU RENDEZ VOUS,PARIS 12,75112,75,POINT (2.3418625 48.8659461),48.8659461,2.3418625
10.82Z,rue,ROBERT GIRAUDINEAU,VINCENNES,94080,94,POINT (2.3690322 48.6555127),48.6555127,2.3690322
10.82Z,rue,PAUL BERT,PARIS 11,75111,75,POINT (2.3256907 48.8933482),48.8933482,2.3256907
10.82Z,,CHARLES D ORLEANS,CHAMPIGNY-SUR-MARNE,94017,94,POINT (2.2913543 48.8781687),48.8781687,2.2913543
10.82Z,chemin,DE LA RONCE,MARCOUSSIS,91363,91,POINT (2.3482531 48.8678903),48.8678903,2.3482531
10.82Z,rue,DANJOU,BOULOGNE-BILLANCOURT,92012,92,POINT (2.4812434 48.8525739),48.8525739,2.4812434
10.82Z,rue,LA BOETIE,PARIS 8,75108,75,POINT (2.4178635 48.9737907),48.9737907,2.4178635
10.82Z,avenue,GEORGES CLEMENCEAU,NEUILLY-PLAISANCE,93049,93,POINT (2.3122485 48.8829731),48.8829731,2.3122485
10.82Z,avenue,DU PRESIDENT KENNEDY,LES CLAYES-SOUS-BOIS,78165,78,POINT (2.3364126 48.8629359),48.8629359,2.3364126
10.82Z,avenue,DIVISION LECLERC,ANTONY,92002,92,POINT (2.428741 48.8546917),48.8546917,2.428741
10.82Z,boulevard,HAUSSMANN,PARIS 8,75108,75,POINT (2.30887 48.87795),48.87795,2.30887
10.82Z,rue,DE LA HAISE,PLAISIR,78490,78,POINT (2.1625846 48.8042596),48.8042596,2.1625846
10.82Z,rue,JULES GUESDE,SAINT-OUEN-SUR-SEINE,93070,93,POINT (2.1485634 48.7932292),48.7932292,2.1485634
10.82Z,place,DU GENERAL LECLERC,COLOMBES,92025,92,POINT (2.1789147 49.0697069),49.0697069,2.1789147
10.82Z,boulevard,SOUCHET,NOISY-LE-GRAND,93051,93,POINT (2.3867837 48.9457021),48.9457021,2.3867837
10.82Z,rue,DES PETITS CHAMPS,PARIS 1,75101,75,POINT (2.32127 48.9903988),48.9903988,2.32127
10.82Z,avenue,DE PONTOISE,POISSY,78498,78,POINT (2.3468949 48.8659273),48.8659273,2.3468949
10.82Z,avenue,DU FIEF,SAINT OUEN L'AUMONE,95572,95,POINT (2.3220417 48.6452228),48.6452228,2.3220417
10.82Z,rue,NUNGESSER ET COLI,SAINT-LEU-LA-FORET,95563,95,POINT (2.2915981 48.8812633),48.8812633,2.2915981
10.82Z,rue,D ABOUKIR,PARIS 2,75102,75,POINT (2.0306266 48.7810422),48.7810422,2.0306266
10.82Z,avenue,OLIVIER DE SERRES,VIRY-CHATILLON,91687,91,POINT (2.2716260958984114 48.7929956),48.7929956,2.2716260958984114
10.82Z,rue,DE LA JONQUIERE,PARIS 17,75117,75,POINT (2.4664386 48.9367039),48.9367039,2.4664386
10.82Z,rue,D ARMAILLE,PARIS 17,75117,75,POINT (2.4015402 48.8396539),48.8396539,2.4015402
10.82Z,rue,DU NIL,PARIS 2,75102,75,POINT (2.3729764 48.8367911),48.8367911,2.3729764
10.82Z,place,DE L'EGLISE,LA ROCHETTE,77389,77,POINT (2.4093411 48.7734615),48.7734615,2.4093411
10.82Z,rue,PLAINE DE LA CROIX BESNARD,VAUX-LE-PENIL,77487,77,POINT (2.365927 48.8549014),48.8549014,2.365927
10.82Z,avenue,DU MARECHAL JOFFRE,NOGENT-SUR-MARNE,94052,94,POINT (2.3790393 48.6776629),48.6776629,2.3790393
